miRNA,182_S25_R1_001,112_S27_R1_001,15-7p150_S32_R1_001,192_S22_R1_001,15-1p16_S33_R1_001,121_S24_R1_001,153_S15_R1_001,124_S16_R1_001,166_S4_R1_001,059_S13_R1_001,167_S23_R1_001,149_S3_R1_001,093_S6_R1_001,144_S5_R1_001,062_S19_R1_001,179_S26_R1_001,138_S30_R1_001,033_S21_R1_001,6c_S47_R1_001,123_S20_R1_001,1c_S43_R1_001,29-7p16_S41_R1_001,Undetermined_S0_R1_001,197_S2_R1_001,15-7p16_S31_R1_001,29-1p16_S39_R1_001,17-7p150_S38_R1_001,109_S9_R1_001,187_S10_R1_001,105_S1_R1_001,15-1p150_S34_R1_001,29-7p150_S42_R1_001,17-1p150_S36_R1_001,17-7p16_S37_R1_001,127_S29_R1_001,164_S14_R1_001,075_S12_R1_001,135_S7_R1_001,17-1p16_S35_R1_001,019_S18_R1_001,125_S11_R1_001,106_S28_R1_001,7c_S44_R1_001,32c_S45_R1_001,29-1p150_S40_R1_001,4c_S46_R1_001,103_S17_R1_001,34c_S48_R1_001,128_S8_R1_001
hsa-miR-192-5p/215-5p,3497441.0,166551.0,34063.0,104687.0,3568.0,132672.0,100721.0,117773.0,68457.0,133923.0,195497.0,49362.0,65629.0,58961.0,92552.0,159521.0,158030.0,166559.0,34740.0,77969.0,487236.0,2166.0,143156.0,135920.0,9483.0,892.0,3229.0,110762.0,102992.0,64779.0,77073.0,2467.0,4109.0,5193.0,41907.0,64133.0,36824.0,95546.0,2859.0,116966.0,35736.0,47904.0,2684878.0,950990.0,1852.0,32652.0,124003.0,89534.0,133137.0
hsa-miR-193a-3p,76.0,20.0,0.0,0.0,0.0,0.0,32.0,0.0,36.0,0.0,0.0,0.0,33.0,0.0,0.0,0.0,0.0,0.0,22.0,52.0,21.0,0.0,0.0,101.0,0.0,0.0,0.0,0.0,0.0,63.0,0.0,0.0,212.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,0.0,0.0,53.0,0.0,0.0,0.0,0.0,0.0,39.0
hsa-miR-193a-5p,112.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,0.0,0.0,0.0,0.0,0.0,6.0,17.0,33.0,5.0,66.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,112.0,51.0,0.0,0.0,12.0,76.0,0.0
hsa-miR-193b-3p,1708.0,4.0,0.0,0.0,15.0,44.0,36.0,51.0,0.0,18.0,2.0,14.0,0.0,9.0,0.0,47.0,24.0,158.0,173.0,21.0,554.0,5.0,62.0,0.0,0.0,4.0,17.0,16.0,23.0,10.0,73.0,0.0,18.0,0.0,0.0,0.0,105.0,21.0,22.0,24.0,0.0,0.0,491.0,26.0,0.0,0.0,0.0,73.0,0.0
hsa-miR-193b-5p,3034.0,12.0,0.0,97.0,23.0,154.0,7.0,26.0,10.0,9.0,129.0,47.0,15.0,16.0,25.0,262.0,15.0,193.0,8.0,26.0,6.0,0.0,57.0,28.0,0.0,0.0,31.0,5.0,48.0,33.0,246.0,25.0,27.0,0.0,48.0,36.0,0.0,0.0,0.0,48.0,24.0,0.0,7.0,0.0,10.0,0.0,0.0,7.0,11.0
hsa-miR-194-3p,210.0,17.0,0.0,0.0,0.0,31.0,0.0,9.0,0.0,0.0,84.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,34.0,0.0,14.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,114.0,9.0,0.0,0.0,0.0,0.0,188.0,566.0,0.0,0.0,28.0,9.0,18.0
hsa-miR-194-5p,11096.0,686.0,122.0,779.0,191.0,650.0,443.0,410.0,281.0,339.0,802.0,311.0,185.0,207.0,530.0,1167.0,546.0,1424.0,942.0,499.0,8211.0,17.0,1839.0,621.0,686.0,10.0,64.0,449.0,377.0,303.0,479.0,72.0,50.0,142.0,174.0,161.0,132.0,322.0,61.0,498.0,274.0,29.0,49895.0,40761.0,19.0,66.0,497.0,2845.0,454.0
hsa-miR-195-3p,335.0,18.0,252.0,87.0,42.0,83.0,13.0,23.0,16.0,30.0,98.0,99.0,0.0,24.0,45.0,36.0,10.0,58.0,62.0,50.0,15.0,8.0,26.0,19.0,0.0,11.0,23.0,20.0,140.0,52.0,46.0,0.0,6.0,87.0,31.0,43.0,0.0,20.0,0.0,107.0,26.0,0.0,110.0,0.0,0.0,0.0,36.0,8.0,22.0
hsa-miR-195-5p,306.0,104.0,0.0,56.0,70.0,132.0,26.0,52.0,34.0,43.0,0.0,37.0,9.0,12.0,63.0,35.0,47.0,134.0,2020.0,86.0,815.0,25.0,242.0,43.0,0.0,9.0,7.0,39.0,5.0,59.0,52.0,29.0,56.0,66.0,19.0,21.0,0.0,27.0,171.0,26.0,26.0,0.0,4709.0,49.0,2.0,0.0,82.0,708.0,31.0
hsa-miR-196a-1-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-196a-3p,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,176.0,0.0,15.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-196a-5p,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,1497.0,0.0,453.0,0.0,31.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,19.0,9.0,0.0,0.0,0.0,6.0,47.0
hsa-miR-196b-3p,0.0,74.0,0.0,32.0,0.0,17.0,5.0,17.0,36.0,35.0,0.0,28.0,21.0,17.0,50.0,30.0,58.0,18.0,6.0,38.0,5.0,0.0,22.0,22.0,0.0,0.0,8.0,33.0,0.0,0.0,0.0,0.0,5.0,38.0,5.0,16.0,0.0,14.0,0.0,49.0,26.0,0.0,8.0,2.0,0.0,0.0,20.0,0.0,42.0
hsa-miR-196b-5p,28.0,98.0,190.0,73.0,0.0,118.0,54.0,139.0,70.0,204.0,89.0,126.0,38.0,66.0,260.0,187.0,102.0,77.0,110.0,112.0,752.0,14.0,69.0,2.0,0.0,0.0,0.0,146.0,41.0,97.0,25.0,0.0,0.0,0.0,30.0,5.0,0.0,54.0,60.0,172.0,69.0,0.0,420.0,4.0,5.0,0.0,70.0,1325.0,131.0
hsa-miR-197-3p,309.0,88.0,0.0,66.0,53.0,89.0,68.0,52.0,55.0,55.0,10.0,97.0,54.0,46.0,158.0,209.0,78.0,121.0,3997.0,70.0,1701.0,50.0,303.0,62.0,5.0,20.0,37.0,38.0,201.0,28.0,150.0,0.0,47.0,0.0,11.0,51.0,0.0,73.0,37.0,33.0,58.0,0.0,3729.0,4639.0,4.0,0.0,87.0,2705.0,40.0
hsa-miR-197-5p,61.0,65.0,0.0,69.0,15.0,199.0,76.0,68.0,41.0,74.0,275.0,70.0,64.0,68.0,84.0,102.0,182.0,77.0,6.0,140.0,15.0,28.0,76.0,136.0,0.0,0.0,0.0,59.0,110.0,5.0,35.0,0.0,0.0,78.0,85.0,55.0,404.0,95.0,0.0,48.0,64.0,1513.0,5.0,3.0,15.0,0.0,45.0,11.0,86.0
hsa-miR-1972,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1973,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1976,18.0,96.0,0.0,234.0,19.0,112.0,83.0,80.0,53.0,95.0,163.0,67.0,71.0,13.0,104.0,53.0,50.0,35.0,22.0,43.0,24.0,22.0,56.0,236.0,0.0,6.0,17.0,90.0,129.0,66.0,153.0,0.0,2.0,0.0,13.0,62.0,0.0,85.0,19.0,82.0,25.0,0.0,49.0,7.0,30.0,0.0,94.0,234.0,140.0
hsa-miR-198,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-199a-3p/199b-3p,5279.0,3659.0,8199.0,5911.0,2687.0,4989.0,4576.0,4352.0,4601.0,6241.0,4557.0,10963.0,3412.0,2233.0,16606.0,13748.0,4730.0,5520.0,1950.0,5647.0,14098.0,523.0,4499.0,4263.0,5547.0,341.0,2292.0,4911.0,8121.0,7198.0,4719.0,570.0,2813.0,2871.0,790.0,7169.0,82.0,2242.0,1953.0,5331.0,8494.0,475.0,33808.0,213.0,292.0,11.0,5149.0,2017.0,2967.0
hsa-miR-199a-5p,75.0,149.0,223.0,281.0,221.0,209.0,44.0,103.0,58.0,206.0,66.0,150.0,44.0,55.0,1025.0,124.0,99.0,116.0,178.0,149.0,2761.0,82.0,170.0,3.0,573.0,12.0,20.0,83.0,0.0,150.0,97.0,0.0,83.0,242.0,0.0,27.0,0.0,38.0,87.0,113.0,28.0,0.0,3828.0,16.0,0.0,0.0,80.0,207.0,102.0
hsa-miR-199b-5p,60.0,140.0,81.0,85.0,56.0,68.0,77.0,118.0,170.0,84.0,130.0,207.0,22.0,18.0,144.0,497.0,206.0,166.0,417.0,123.0,1201.0,77.0,126.0,61.0,0.0,18.0,14.0,118.0,193.0,137.0,97.0,18.0,37.0,158.0,0.0,179.0,0.0,72.0,53.0,96.0,264.0,3.0,2925.0,11.0,10.0,0.0,78.0,62.0,77.0
hsa-miR-19a-3p,5690.0,9309.0,540.0,7986.0,153.0,6149.0,6337.0,7717.0,6505.0,10082.0,10122.0,8044.0,6174.0,4957.0,8016.0,8090.0,11662.0,5562.0,3416.0,6381.0,2625.0,134.0,3520.0,6832.0,614.0,28.0,144.0,10611.0,2479.0,4220.0,1033.0,6.0,129.0,140.0,934.0,5789.0,2234.0,8928.0,112.0,5291.0,6550.0,2145.0,4358.0,70.0,50.0,62.0,8104.0,568.0,11367.0
hsa-miR-19a-5p,9.0,50.0,0.0,30.0,0.0,0.0,21.0,18.0,16.0,22.0,0.0,3.0,0.0,0.0,44.0,0.0,46.0,4.0,4.0,24.0,8.0,0.0,9.0,0.0,0.0,0.0,0.0,35.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,15.0,12.0,0.0,14.0,0.0,3.0,0.0,0.0,0.0,2.0,0.0,25.0
hsa-miR-19b-1-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-19b-2-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-19b-3p,22634.0,35405.0,963.0,30421.0,727.0,24575.0,25972.0,34221.0,28128.0,38978.0,44200.0,31475.0,26699.0,21477.0,28906.0,29330.0,45415.0,19347.0,11688.0,25171.0,8251.0,277.0,14074.0,37529.0,2366.0,105.0,583.0,43258.0,10166.0,18877.0,2552.0,138.0,331.0,1147.0,4547.0,23383.0,11076.0,33303.0,323.0,21111.0,19064.0,13086.0,14008.0,415.0,134.0,54.0,30059.0,5960.0,40560.0
hsa-miR-200a-3p,543.0,32.0,2.0,41.0,0.0,39.0,23.0,25.0,24.0,39.0,5.0,0.0,19.0,3.0,23.0,82.0,34.0,23.0,30.0,53.0,2856.0,2.0,185.0,4.0,0.0,0.0,8.0,11.0,71.0,18.0,56.0,0.0,0.0,0.0,7.0,16.0,4.0,12.0,38.0,45.0,0.0,2.0,7017.0,1706.0,0.0,30.0,8.0,47.0,10.0
hsa-miR-200a-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,154.0,0.0,11.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,357.0,42.0,0.0,0.0,0.0,14.0,0.0
hsa-miR-200b-3p,53.0,28.0,40.0,24.0,14.0,46.0,7.0,17.0,26.0,19.0,22.0,25.0,10.0,0.0,35.0,7.0,19.0,36.0,51.0,27.0,13326.0,7.0,923.0,8.0,0.0,0.0,8.0,13.0,58.0,0.0,34.0,0.0,16.0,62.0,0.0,15.0,4.0,28.0,0.0,9.0,12.0,12.0,37505.0,11298.0,0.0,0.0,23.0,1515.0,15.0
hsa-miR-200b-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,145.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,396.0,241.0,0.0,0.0,0.0,41.0,0.0
hsa-miR-200c-3p,4.0,5.0,0.0,2.0,0.0,3.0,4.0,3.0,4.0,5.0,6.0,0.0,0.0,4.0,6.0,22.0,8.0,6.0,33.0,4.0,2345.0,2.0,261.0,5.0,0.0,0.0,0.0,3.0,0.0,5.0,0.0,0.0,7.0,0.0,2.0,16.0,0.0,0.0,2.0,2.0,0.0,7.0,10050.0,5360.0,0.0,0.0,9.0,1663.0,5.0
hsa-miR-200c-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,12.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-202-3p,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,21.0,0.0,5.0,59.0,8.0,14.0,0.0,0.0,0.0,0.0,11.0,30.0,0.0,0.0,20.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0
hsa-miR-202-5p,7.0,0.0,100.0,9.0,0.0,0.0,34.0,4.0,0.0,3.0,0.0,0.0,0.0,0.0,35.0,4.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0
hsa-miR-203a-3p,1442.0,591.0,482.0,474.0,523.0,613.0,232.0,115.0,2888.0,333.0,4951.0,181.0,4732.0,126.0,297.0,989.0,56.0,400.0,29.0,4068.0,1788.0,226.0,915.0,342.0,2399.0,188.0,927.0,293.0,1356.0,184.0,1781.0,432.0,18134.0,942.0,137.0,258.0,415.0,88.0,805.0,249.0,589.0,865.0,3194.0,810.0,277.0,2.0,237.0,176.0,171.0
hsa-miR-203a-5p,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-203b-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,17.0,0.0,0.0,0.0,11.0,4.0
hsa-miR-203b-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-204-3p,30.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,5.0,7.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,19.0,9.0,0.0,0.0,10.0,0.0,0.0,0.0,12.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,2.0
hsa-miR-204-5p,152.0,70.0,466.0,66.0,104.0,82.0,46.0,61.0,42.0,84.0,169.0,33.0,140.0,47.0,40.0,57.0,58.0,93.0,13157.0,85.0,88.0,131.0,266.0,134.0,595.0,19.0,30.0,22.0,200.0,152.0,121.0,117.0,78.0,284.0,0.0,77.0,0.0,33.0,126.0,134.0,40.0,3.0,1045.0,1788.0,21.0,0.0,198.0,152.0,44.0
hsa-miR-205-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-205-5p,21.0,85.0,0.0,74.0,24.0,85.0,19.0,11.0,30.0,6.0,0.0,12.0,55.0,34.0,24.0,53.0,17.0,63.0,2.0,72.0,10.0,31.0,27.0,0.0,0.0,13.0,51.0,9.0,21.0,41.0,119.0,37.0,598.0,30.0,0.0,14.0,0.0,34.0,43.0,57.0,0.0,0.0,0.0,0.0,25.0,0.0,63.0,3.0,9.0
hsa-miR-2052,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-2053,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-2054,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-206,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-208a-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-208a-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-208b-3p,4.0,25.0,6777.0,27.0,0.0,42.0,5.0,39.0,82.0,12.0,0.0,610.0,6.0,27.0,8.0,41.0,12.0,31.0,3.0,276.0,0.0,0.0,142.0,124.0,0.0,0.0,212.0,17.0,276.0,35.0,16.0,127.0,0.0,3.0,0.0,17.0,0.0,31.0,0.0,59.0,2.0,0.0,5.0,3.0,9.0,0.0,150.0,2.0,46.0
hsa-miR-208b-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-20a-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,16.0,0.0,8.0,5.0,9.0,23.0,26.0,9.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,14.0,0.0
hsa-miR-20a-5p,1191.0,2855.0,366.0,2273.0,214.0,1232.0,1333.0,2726.0,1135.0,3051.0,406.0,815.0,637.0,700.0,2443.0,1245.0,3843.0,1668.0,2710.0,1985.0,1898.0,74.0,810.0,1080.0,563.0,11.0,121.0,2263.0,1156.0,917.0,826.0,111.0,170.0,269.0,50.0,557.0,3.0,2330.0,141.0,570.0,395.0,4.0,4284.0,78.0,66.0,0.0,1584.0,3397.0,1919.0
hsa-miR-20b-3p,4.0,38.0,0.0,0.0,0.0,0.0,0.0,47.0,0.0,77.0,0.0,6.0,47.0,9.0,39.0,0.0,76.0,34.0,16.0,0.0,14.0,0.0,12.0,0.0,0.0,0.0,0.0,59.0,52.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,0.0,40.0,5.0,0.0,25.0,0.0,0.0,0.0,37.0,29.0,79.0
hsa-miR-20b-5p,36.0,439.0,2.0,353.0,16.0,255.0,289.0,311.0,150.0,402.0,84.0,103.0,130.0,138.0,217.0,206.0,347.0,97.0,313.0,216.0,300.0,27.0,132.0,206.0,0.0,17.0,38.0,425.0,103.0,151.0,66.0,2.0,14.0,43.0,51.0,131.0,0.0,297.0,24.0,186.0,52.0,0.0,643.0,3.0,3.0,0.0,346.0,817.0,357.0
hsa-miR-21-3p,46388.0,6384.0,2181.0,8121.0,446.0,6356.0,4322.0,4304.0,5908.0,5472.0,11482.0,11724.0,4976.0,6599.0,13332.0,11414.0,6791.0,10533.0,1303.0,10497.0,16806.0,278.0,4883.0,7123.0,2784.0,79.0,696.0,5277.0,18386.0,4669.0,1135.0,135.0,416.0,845.0,1474.0,5449.0,688.0,3488.0,449.0,7850.0,10709.0,5047.0,9965.0,329.0,62.0,243.0,5497.0,1246.0,5277.0
hsa-miR-21-5p,732678.0,109997.0,60042.0,133419.0,14548.0,96240.0,104644.0,108586.0,112927.0,146747.0,81388.0,191494.0,95539.0,103113.0,234473.0,135884.0,152492.0,176390.0,44695.0,176962.0,289998.0,6754.0,86372.0,96444.0,84113.0,2020.0,17547.0,111148.0,244705.0,90762.0,47252.0,4708.0,18200.0,27462.0,13498.0,90511.0,4571.0,94034.0,13713.0,114958.0,161169.0,10221.0,374899.0,13332.0,3106.0,718.0,116468.0,87788.0,111538.0
hsa-miR-210-3p,37685.0,7765.0,524.0,5094.0,67.0,5571.0,3544.0,2831.0,2891.0,3988.0,15421.0,4013.0,3500.0,3017.0,5464.0,4113.0,5472.0,5162.0,1657.0,5479.0,2210.0,67.0,2827.0,3506.0,48.0,35.0,243.0,5222.0,1709.0,2267.0,1156.0,112.0,169.0,136.0,1186.0,2183.0,2407.0,4410.0,81.0,3914.0,5116.0,11182.0,2028.0,145.0,139.0,930.0,3378.0,2420.0,6026.0
hsa-miR-210-5p,26.0,22.0,0.0,0.0,0.0,21.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,108.0,4.0,49.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,4.0,33.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,95.0,29.0,0.0,85.0,0.0,123.0,10.0
hsa-miR-211-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-211-5p,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0
